match_id,map_name,map_name_en,map_name_cn,ring1_x,ring1_y,ring1_r,ring2_x,ring2_y,ring2_r,target_ring5_x,target_ring5_y,target_ring5_r,delta_x,delta_y,delta_distance,delta_angle,radius_shrink_ratio,ring1_x_norm,ring1_y_norm,ring2_x_norm,ring2_y_norm
algs_2024_s1_playoffs_match_278,mp_rr_olympus,Olympus,奥林匹斯,8006.96,8174.55,891.46,8237.71,8240.68,498.85,8467.27,8228.88,55.7,230.7499999999991,66.13000000000011,240.0390372418611,15.991625697365844,0.5595876427433648,0.500435,0.510909375,0.514856875,0.5150425000000001
algs_2024_s1_playoffs_match_294,mp_rr_desertlands,World's Edge,世界边缘,6354.94,4356.18,894.32,5844.62,4611.51,481.26,5883.28,4794.1,56.15,-510.3199999999997,255.32999999999993,570.6311517083515,153.41968156383803,0.5381295285803739,0.39718375,0.27226125,0.36528875,0.288219375
algs_2024_s1_playoffs_match_305,mp_rr_desertlands,World's Edge,世界边缘,8312.69,6962.15,826.29,8229.09,6965.59,437.46,8266.3,7150.54,56.02,-83.60000000000036,3.4400000000005093,83.67074518611666,177.64370390445902,0.5294267145917293,0.519543125,0.43513437499999996,0.514318125,0.435349375
algs_2024_s1_playoffs_match_317,mp_rr_canyonlands,King's Canyon,诸王峡谷,6537.56,7481.7,898.28,6674.13,7037.53,478.85,6604.5,6918.49,49.76,136.5699999999997,-444.1700000000001,464.69167606058966,287.0912163111726,0.5330743198111948,0.3631977777777778,0.41564999999999996,0.37078500000000003,0.3909738888888889
algs_2024_s1_playoffs_match_331,mp_rr_olympus,Olympus,奥林匹斯,5631.74,10936.41,831.41,5496.19,11126.62,440.96,5432.3,11078.55,50.99,-135.55000000000018,190.21000000000095,233.567220730993,125.47494167320488,0.5303761080573964,0.35198375,0.683525625,0.34351187499999997,0.69541375
algs_2024_s1_playoffs_match_339,mp_rr_canyonlands,King's Canyon,诸王峡谷,13708.27,11548.93,860.94,14092.38,11586.68,442.92,14279.6,11626.65,48.5,384.10999999999876,37.75,385.96056093854855,5.612954730245982,0.514460938044463,0.7615705555555555,0.6416072222222222,0.78291,0.6437044444444444
algs_2024_s1_playoffs_match_340,mp_rr_tropic,Storm Point,风暴点,5136.98,12675.35,888.01,5139.77,12649.52,470.66,5190.17,12790.61,45.42,2.790000000000873,-25.829999999999927,25.980242493094654,276.1648417822374,0.5300165538676367,0.28538777777777774,0.7041861111111112,0.2855427777777778,0.7027511111111111
algs_2024_s1_playoffs_match_341,mp_rr_tropic,Storm Point,风暴点,8328.38,6501.65,954.04,8310.26,6254.61,492.92,8098.4,6268.37,51.97,-18.11999999999898,-247.03999999999996,247.703645512132,265.8049559752403,0.5166659678839463,0.46268777777777775,0.36120277777777776,0.4616811111111111,0.34747833333333333
algs_2024_s1_playoffs_match_35,mp_rr_tropic,Storm Point,风暴点,9630.04,9008.2,993.66,10208.92,8943.87,532.77,10160.92,8934.19,52.03,578.8799999999992,-64.32999999999993,582.443476485057,353.65883055675766,0.5361693134472556,0.5350022222222223,0.5004555555555555,0.5671622222222222,0.4968816666666667
algs_2024_s1_playoffs_match_355,mp_rr_tropic,Storm Point,风暴点,4885.69,11755.34,933.29,4875.31,11824.96,497.85,4967.21,11917.94,50.82,-10.3799999999992,69.61999999999898,70.38955036083013,98.48005213274726,0.5334354809330434,0.2714272222222222,0.6530744444444444,0.2708505555555556,0.6569422222222222
algs_2024_s1_playoffs_match_356,mp_rr_desertlands,World's Edge,世界边缘,4318.67,3638.78,810.18,4368.8,4169.59,446.62,4318.61,3982.11,51.98,50.13000000000011,530.81,533.1718981716872,84.60495534751358,0.551260213779654,0.269916875,0.22742375,0.27305,0.260599375
algs_2024_s1_playoffs_match_360,mp_rr_tropic,Storm Point,风暴点,10731.47,9318.64,954.24,11078.34,9464.32,472.51,11412.07,9445.83,45.96,346.8700000000008,145.6800000000003,376.2199613258189,22.78164750731466,0.49516893024815556,0.5961927777777778,0.5177022222222222,0.6154633333333334,0.5257955555555556
algs_2024_s1_playoffs_match_372,mp_rr_district,Broken Moon,残月,10195.72,5841.88,836.1,10591.25,5649.2,464.62,10556.59,5935.23,54.27,395.53000000000065,-192.6800000000003,439.9654114814034,334.0272570752199,0.555699079057529,0.6372325,0.3651175,0.661953125,0.35307499999999997
algs_2024_s1_playoffs_match_375,mp_rr_olympus,Olympus,奥林匹斯,7531.01,5931.53,928.78,7330.1,5905.5,487.95,7497.79,5596.11,56.35,-200.90999999999985,-26.029999999999745,202.58921244725724,187.38214772282294,0.5253666099614548,0.470688125,0.37072062499999997,0.45813125000000005,0.36909375
algs_2024_s1_playoffs_match_383,mp_rr_desertlands,World's Edge,世界边缘,10535.31,9737.26,934.56,10634.26,9574.29,502.05,10721.04,9628.97,59.51,98.95000000000073,-162.96999999999935,190.65760776848094,301.26474085737294,0.5372046738572163,0.6584568749999999,0.6085787500000001,0.66464125,0.5983931250000001
algs_2024_s1_playoffs_match_392,mp_rr_olympus,Olympus,奥林匹斯,6614.29,9312.32,810.31,6348.78,9364.31,420.36,6268.47,9303.05,45.14,-265.5100000000002,51.98999999999978,270.5522504064605,168.92098711456475,0.5187644234922437,0.413393125,0.58202,0.39679875,0.585269375
algs_2024_s1_playoffs_match_403,mp_rr_district,Broken Moon,残月,8473.68,6572.11,851.22,8409.42,6634.21,457.64,8224.01,6571.9,52.97,-64.26000000000022,62.100000000000364,89.36306619627638,135.97931965433943,0.537628345198656,0.529605,0.41075687499999997,0.52558875,0.414638125
algs_2024_s1_playoffs_match_416,mp_rr_tropic,Storm Point,风暴点,12155.6,7939.75,869.5,12142.96,7453.81,430.42,12363.51,7225.7,43.48,-12.640000000001237,-485.9399999999996,486.1043645144524,268.50999015299055,0.49502012650948823,0.6753111111111111,0.4410972222222222,0.6746088888888888,0.4141005555555556
algs_2024_s1_playoffs_match_42,mp_rr_desertlands,World's Edge,世界边缘,9663.64,5461.31,820.65,9818.83,5422.01,442.98,9615.68,5374.7,50.98,155.1900000000005,-39.30000000000018,160.08880691666164,345.7892812406672,0.5397916285870956,0.6039775,0.341331875,0.613676875,0.338875625
algs_2024_s1_playoffs_match_429,mp_rr_district,Broken Moon,残月,5723.74,10816.48,851.75,5658.23,10584.66,480.97,5383.62,10548.27,56.25,-65.51000000000022,-231.8199999999997,240.89846927699622,254.22024181055485,0.5646844731435281,0.35773374999999996,0.67603,0.353639375,0.66154125
algs_2024_s1_playoffs_match_435,mp_rr_desertlands,World's Edge,世界边缘,7022.93,5052.45,899.74,7258.11,5077.84,499.62,7526.17,5021.22,62.01,235.17999999999938,25.390000000000327,236.54657997950366,6.161779126845013,0.5552937515282192,0.43893312500000004,0.31577812499999997,0.45363187499999996,0.317365
algs_2024_s1_playoffs_match_439,mp_rr_district,Broken Moon,残月,7668.73,9632.0,863.89,7681.78,9644.33,463.44,7886.86,9449.2,51.69,13.050000000000182,12.329999999999927,17.95359017021395,43.375023642474666,0.5364571878364144,0.47929562499999995,0.602,0.48011125,0.602770625
algs_2024_s1_playoffs_match_455,mp_rr_desertlands,World's Edge,世界边缘,3395.74,6616.6,832.62,3409.94,6216.89,435.76,3282.42,6054.56,53.06,14.200000000000273,-399.71000000000004,399.96215333453745,272.03462022989356,0.5233599961567101,0.21223375,0.4135375,0.21312125,0.388555625
algs_2024_s1_playoffs_match_468,mp_rr_olympus,Olympus,奥林匹斯,2168.3,3383.6,912.65,2410.23,3317.24,468.67,2767.54,3304.93,49.03,241.92999999999984,-66.36000000000013,250.86604891854128,344.6613507595884,0.513526543581877,0.13551875000000002,0.211475,0.150639375,0.2073275
algs_2024_s1_playoffs_match_491,mp_rr_canyonlands,King's Canyon,诸王峡谷,5776.04,13046.53,913.98,6115.66,12849.01,501.53,5866.46,12828.09,55.15,339.6199999999999,-197.52000000000044,392.8815276899642,329.8180945042162,0.5487319197356616,0.3208911111111111,0.7248072222222223,0.3397588888888889,0.7138338888888889
algs_2024_s1_playoffs_match_497,mp_rr_canyonlands,King's Canyon,诸王峡谷,11649.37,7038.25,884.62,11891.07,7482.04,481.49,12097.6,7144.02,46.84,241.6999999999989,443.78999999999996,505.3399391498751,61.426097336418394,0.5442902037032851,0.6471872222222222,0.3910138888888889,0.660615,0.41566888888888887
algs_2024_s1_playoffs_match_500,mp_rr_olympus,Olympus,奥林匹斯,6056.89,9074.76,902.76,6290.28,9011.88,505.97,6421.36,9123.18,57.58,233.38999999999942,-62.88000000000102,241.71219766490862,344.92138782259894,0.5604701138730117,0.378555625,0.5671725,0.3931425,0.5632425
algs_2024_s1_playoffs_match_52,mp_rr_olympus,Olympus,奥林匹斯,5709.35,6840.84,860.81,6067.75,6700.59,473.68,5826.63,6630.1,51.71,358.39999999999964,-140.25,384.8644209328783,338.6284735791515,0.5502724178390122,0.35683437500000004,0.4275525,0.379234375,0.418786875
algs_2024_s1_playoffs_match_60,mp_rr_canyonlands,King's Canyon,诸王峡谷,5522.22,10513.53,956.91,5177.15,10359.82,496.98,5350.92,10274.06,55.24,-345.0700000000006,-153.71000000000095,377.7566266791368,204.01038341608216,0.5193591873843936,0.30679,0.5840850000000001,0.2876194444444444,0.5755455555555555
algs_2024_s1_playoffs_match_64,mp_rr_desertlands,World's Edge,世界边缘,11516.1,10794.3,864.57,11209.19,10757.88,464.04,10931.32,10797.72,53.17,-306.90999999999985,-36.42000000000007,309.0633664800795,186.7674541202134,0.5367292411256462,0.71975625,0.67464375,0.7005743750000001,0.6723674999999999
algs_2024_s1_playoffs_match_65,mp_rr_district,Broken Moon,残月,9800.3,8579.53,911.07,9611.4,8673.75,503.69,9752.18,9046.47,54.9,-188.89999999999964,94.21999999999935,211.09386158768268,153.4907855464347,0.5528554337207898,0.61251875,0.536220625,0.6007125,0.542109375
algs_2024_s1_playoffs_match_85,mp_rr_desertlands,World's Edge,世界边缘,10896.53,9884.69,942.39,10922.68,9991.81,541.59,10846.79,10097.42,57.79,26.149999999999636,107.11999999999898,110.2656651002467,76.28134200966471,0.5746983732849458,0.681033125,0.617793125,0.6826675,0.624488125
algs_2024_s1_playoffs_match_97,mp_rr_district,Broken Moon,残月,9455.45,12250.7,944.48,9245.7,11943.74,539.73,9143.34,12054.06,57.83,-209.75,-306.96000000000095,371.7788376172057,235.65466605307603,0.571457309842453,0.590965625,0.76566875,0.5778562500000001,0.74648375
algs_2024_s2_playoffs_match_02,mp_rr_canyonlands,King's Canyon,诸王峡谷,8275.76,9995.39,982.7,8272.74,9899.38,502.23,8111.48,9812.04,53.92,-3.0200000000004366,-96.01000000000022,96.05748539286277,268.1983520421961,0.5110715376004884,0.4597644444444445,0.5552994444444445,0.45959666666666665,0.5499655555555555
algs_2024_s2_playoffs_match_102,mp_rr_olympus,Olympus,奥林匹斯,4164.79,3310.67,912.9,4687.45,3248.42,517.45,4816.6,3198.79,55.84,522.6599999999999,-62.25,526.35400454447,353.20793711634866,0.5668200240990251,0.260299375,0.206916875,0.292965625,0.20302625
algs_2024_s2_playoffs_match_107,mp_rr_tropic,Storm Point,风暴点,8784.0,8891.12,952.62,8897.31,8853.29,492.7,8931.61,8754.11,48.13,113.30999999999949,-37.82999999999993,119.45821445174826,341.53775014062137,0.5172051814994436,0.488,0.4939511111111112,0.494295,0.4918494444444445
algs_2024_s2_playoffs_match_110,mp_rr_canyonlands,King's Canyon,诸王峡谷,10703.21,9019.98,867.63,10874.76,8696.09,442.84,11019.79,8553.71,45.05,171.5500000000011,-323.8899999999994,366.5162132839419,297.90816116887856,0.5104018994271752,0.5946227777777777,0.5011099999999999,0.6041533333333333,0.48311611111111114
algs_2024_s2_playoffs_match_143,mp_rr_tropic,Storm Point,风暴点,6910.44,10793.42,968.86,6707.09,10600.35,498.81,6649.12,10580.66,50.37,-203.34999999999945,-193.0699999999997,280.4055052954554,223.51453348075924,0.5148421856614991,0.38391333333333333,0.5996344444444445,0.3726161111111111,0.5889083333333334
algs_2024_s2_playoffs_match_164,mp_rr_canyonlands,King's Canyon,诸王峡谷,16419.83,5896.69,994.01,16354.91,6336.42,500.83,16429.56,6248.71,52.26,-64.92000000000189,439.7300000000005,444.49643339401575,98.39825593936952,0.5038480498184122,0.9122127777777779,0.32759388888888885,0.9086061111111111,0.35202333333333335
algs_2024_s2_playoffs_match_167,mp_rr_canyonlands,King's Canyon,诸王峡谷,8844.57,8259.05,997.17,8869.48,7718.87,506.18,8648.46,7780.56,49.74,24.909999999999854,-540.1799999999994,540.7540480662159,272.64028188929524,0.5076165548502262,0.491365,0.45883611111111106,0.49274888888888885,0.42882611111111113
algs_2024_s2_playoffs_match_168,mp_rr_district,Broken Moon,残月,8288.39,10158.12,944.64,8714.69,9938.31,493.8,8344.5,10155.19,56.03,426.3000000000011,-219.8100000000013,479.6333246345603,332.72333615517095,0.5227388211382114,0.518024375,0.6348825,0.5446681250000001,0.621144375
algs_2024_s2_playoffs_match_171,mp_rr_tropic,Storm Point,风暴点,8310.67,3431.77,876.53,8293.04,3351.16,455.41,8163.93,3402.47,43.26,-17.6299999999992,-80.61000000000013,82.51538644398384,257.66324446379974,0.5195600835111177,0.4617038888888889,0.1906538888888889,0.4607244444444445,0.18617555555555554
algs_2024_s2_playoffs_match_173,mp_rr_desertlands,World's Edge,世界边缘,6441.12,7827.62,893.69,6633.3,7914.05,471.61,6611.98,7964.42,55.99,192.1800000000003,86.43000000000029,210.7208990584469,24.215099624234593,0.5277109512246976,0.40257,0.48922625,0.41458125,0.49462812500000003
algs_2024_s2_playoffs_match_180,mp_rr_desertlands,World's Edge,世界边缘,8449.36,8980.44,940.9,8205.78,9206.48,491.9,7921.38,9071.45,53.27,-243.57999999999993,226.03999999999905,332.30302135249923,137.1389656788634,0.5227973217132532,0.528085,0.5612775,0.51286125,0.5754049999999999
algs_2024_s2_playoffs_match_187,mp_rr_olympus,Olympus,奥林匹斯,10968.73,8633.79,852.01,10543.68,8716.97,444.51,10442.4,8360.02,50.48,-425.0499999999993,83.17999999999847,433.11247372939874,168.92745489290604,0.521719228647551,0.6855456249999999,0.5396118750000001,0.65898,0.544810625
algs_2024_s2_playoffs_match_200,mp_rr_canyonlands,King's Canyon,诸王峡谷,9138.48,10693.52,878.78,8993.86,10636.14,467.29,9204.39,10741.8,50.07,-144.61999999999898,-57.38000000000102,155.58730282384815,201.64139256767928,0.5317485605043356,0.5076933333333333,0.5940844444444444,0.49965888888888893,0.5908966666666666
algs_2024_s2_playoffs_match_212,mp_rr_desertlands,World's Edge,世界边缘,8516.6,8036.39,869.33,8181.76,8346.28,487.43,8047.66,8392.11,58.41,-334.84000000000015,309.8900000000003,456.23419172613563,137.2161474343936,0.5606961683135288,0.5322875,0.502274375,0.51136,0.5216425
algs_2024_s2_playoffs_match_218,mp_rr_tropic,Storm Point,风暴点,4493.73,14185.55,874.35,4226.68,14560.1,467.0,4125.23,14408.96,42.81,-267.0499999999993,374.5500000000011,460.00370107206794,125.4884484062104,0.5341110539257734,0.24965166666666663,0.788086111111111,0.23481555555555558,0.8088944444444445
algs_2024_s2_playoffs_match_219,mp_rr_desertlands,World's Edge,世界边缘,4658.24,7268.71,903.78,4571.95,7494.99,504.95,4572.27,7400.51,61.13,-86.28999999999996,226.27999999999975,242.1747354700731,110.87393494009953,0.5587089778485915,0.29114,0.45429437500000003,0.285746875,0.468436875
algs_2024_s2_playoffs_match_220,mp_rr_tropic,Storm Point,风暴点,10499.49,10855.07,878.78,10759.54,10572.38,462.76,10758.59,10629.75,42.36,260.0500000000011,-282.6900000000005,384.10888898852744,312.61133353749153,0.5265936867020187,0.583305,0.6030594444444445,0.5977522222222222,0.5873544444444444
algs_2024_s2_playoffs_match_226,mp_rr_canyonlands,King's Canyon,诸王峡谷,11153.34,5018.68,858.45,11184.63,5014.78,440.4,10929.14,4779.02,44.49,31.289999999999054,-3.9000000000005457,31.532112203275332,352.895267735515,0.5130176480866678,0.61963,0.2788155555555556,0.6213683333333333,0.2785988888888889
algs_2024_s2_playoffs_match_230,mp_rr_olympus,Olympus,奥林匹斯,4463.3,10980.97,841.05,4588.17,10941.94,475.94,4455.0,10762.75,53.29,124.86999999999989,-39.029999999998836,130.82758806918318,342.6425790055162,0.5658878782474288,0.27895625,0.686310625,0.286760625,0.68387125
algs_2024_s2_playoffs_match_232,mp_rr_tropic,Storm Point,风暴点,4043.74,10549.87,930.15,4421.58,10343.57,507.58,4654.55,10365.25,47.74,377.84000000000015,-206.3000000000011,430.4912956146739,331.36553449534557,0.545696930602591,0.2246522222222222,0.586103888888889,0.24564333333333332,0.5746427777777777
algs_2024_s2_playoffs_match_234,mp_rr_tropic,Storm Point,风暴点,10482.55,6034.86,982.54,10460.72,6051.89,495.06,10372.9,6009.36,47.14,-21.829999999999927,17.030000000000655,27.686996948026326,142.0415266127068,0.5038573493191117,0.5823638888888889,0.33526999999999996,0.5811511111111111,0.3362161111111111
algs_2024_s2_playoffs_match_237,mp_rr_district,Broken Moon,残月,4203.54,8865.61,936.83,4441.5,9035.41,499.43,4735.2,8971.36,58.64,237.96000000000004,169.79999999999927,292.33029538520253,35.51033680363483,0.5331063266547826,0.26272125,0.554100625,0.27759375,0.564713125
algs_2024_s2_playoffs_match_248,mp_rr_canyonlands,King's Canyon,诸王峡谷,4168.87,3179.3,964.95,4594.73,2849.55,530.22,4642.86,2852.87,57.67,425.8599999999997,-329.75,538.6017100789783,322.2488259969758,0.5494792476294108,0.2316038888888889,0.1766277777777778,0.2552627777777777,0.15830833333333336
algs_2024_s2_playoffs_match_259,mp_rr_desertlands,World's Edge,世界边缘,11659.48,3448.95,933.9,11570.88,3636.85,526.8,11722.26,3634.7,61.69,-88.60000000000036,187.9000000000001,207.74111292664267,115.24516230825351,0.5640860905878573,0.7287175,0.215559375,0.7231799999999999,0.227303125
algs_2024_s2_playoffs_match_260,mp_rr_tropic,Storm Point,风暴点,10402.07,7338.7,896.98,9982.46,7461.81,461.45,10259.24,7634.55,46.19,-419.6100000000006,123.11000000000058,437.29695196742523,163.64876075742941,0.5144484826863475,0.5778927777777778,0.40770555555555554,0.5545811111111111,0.414545
algs_2024_s2_playoffs_match_270,mp_rr_desertlands,World's Edge,世界边缘,11996.36,7662.9,808.35,12233.97,7160.17,440.35,12426.35,7147.94,52.97,237.60999999999876,-502.72999999999956,556.053922744907,295.29726284255275,0.5447516546050597,0.7497725000000001,0.47893125,0.764623125,0.447510625
algs_2024_s2_playoffs_match_30,mp_rr_desertlands,World's Edge,世界边缘,8370.96,7033.59,868.02,8365.13,7223.39,468.46,8403.12,7123.86,55.4,-5.829999999999927,189.80000000000018,189.88951761484904,91.75937512908982,0.5396880256215294,0.5231849999999999,0.439599375,0.5228206249999999,0.451461875
algs_2024_s2_playoffs_match_303,mp_rr_olympus,Olympus,奥林匹斯,6866.55,9051.64,872.1,6624.9,9025.19,455.84,6574.45,8920.49,52.71,-241.65000000000055,-26.44999999999891,243.0932434272911,186.24649046831883,0.5226923517945189,0.429159375,0.5657274999999999,0.41405624999999996,0.564074375
algs_2024_s2_playoffs_match_311,mp_rr_canyonlands,King's Canyon,诸王峡谷,9957.74,12499.42,958.3,9961.89,12594.55,515.85,9793.34,12569.62,54.93,4.149999999999636,95.1299999999992,95.22047783958998,87.50208326487142,0.5382969842429303,0.5532077777777777,0.6944122222222222,0.5534383333333333,0.6996972222222222
algs_2024_s2_playoffs_match_318,mp_rr_tropic,Storm Point,风暴点,6894.55,12302.91,912.07,6555.34,12164.07,478.53,6532.49,12067.59,49.18,-339.21000000000004,-138.84000000000015,366.5241734183437,202.2594803154098,0.5246636771300448,0.38303055555555554,0.683495,0.36418555555555554,0.6757816666666666
algs_2024_s2_playoffs_match_322,mp_rr_desertlands,World's Edge,世界边缘,7741.72,5043.53,920.51,8056.97,4522.02,498.92,8394.65,4766.92,56.76,315.25,-521.5099999999993,609.3892373516284,301.15273694486973,0.5420038891484069,0.4838575,0.315220625,0.503560625,0.28262625
algs_2024_s2_playoffs_match_336,mp_rr_olympus,Olympus,奥林匹斯,7275.81,2365.41,883.57,6689.77,2256.96,461.31,6745.85,2410.66,50.38,-586.04,-108.44999999999982,595.9901711437865,190.48429986727018,0.5220978530280566,0.45473812500000005,0.147838125,0.418110625,0.14106
algs_2024_s2_playoffs_match_337,mp_rr_olympus,Olympus,奥林匹斯,8540.64,10004.31,814.96,8358.06,10302.69,424.91,8195.55,10401.5,45.81,-182.57999999999993,298.380000000001,349.80863454180286,121.46264228061214,0.5213875527633258,0.53379,0.625269375,0.52237875,0.643918125
algs_2024_s2_playoffs_match_350,mp_rr_canyonlands,King's Canyon,诸王峡谷,2974.54,9811.78,938.85,2806.61,9895.33,497.92,3101.11,9887.46,53.59,-167.92999999999984,83.54999999999927,187.56622137261235,153.5483353299561,0.53035096128242,0.16525222222222222,0.5450988888888889,0.15592277777777777,0.5497405555555556
algs_2024_s2_playoffs_match_365,mp_rr_district,Broken Moon,残月,3169.41,8037.77,810.36,3270.96,7733.75,435.66,3359.96,7697.87,48.89,101.55000000000018,-304.02000000000044,320.531687825089,288.47056048465095,0.5376129127795054,0.198088125,0.502360625,0.204435,0.483359375
algs_2024_s2_playoffs_match_368,mp_rr_tropic,Storm Point,风暴点,9793.89,5964.81,963.01,9329.53,6274.49,522.68,9686.93,6434.15,52.87,-464.35999999999876,309.6799999999994,558.1504385020211,146.30082181765795,0.5427565653523847,0.544105,0.33137833333333333,0.5183072222222223,0.34858277777777774
algs_2024_s2_playoffs_match_371,mp_rr_olympus,Olympus,奥林匹斯,7358.49,9399.28,921.8,6805.29,9078.73,495.52,6755.57,9128.59,55.41,-553.1999999999998,-320.5500000000011,639.3610423696462,210.09001233264433,0.5375569537860707,0.459905625,0.5874550000000001,0.425330625,0.567420625
algs_2024_s2_playoffs_match_398,mp_rr_district,Broken Moon,残月,8368.91,9291.07,914.14,8178.45,9001.93,512.28,8193.1,9015.91,56.51,-190.46000000000004,-289.1399999999994,346.23251031640524,236.6266225205056,0.56039556304286,0.523056875,0.580691875,0.511153125,0.562620625
algs_2024_s2_playoffs_match_402,mp_rr_district,Broken Moon,残月,10633.87,7865.77,897.13,10560.88,7492.99,505.68,10625.5,7543.24,58.5,-72.9900000000016,-372.78000000000065,379.85848483349787,258.9216880670268,0.5636641289445231,0.664616875,0.491610625,0.660055,0.468311875
algs_2024_s2_playoffs_match_406,mp_rr_olympus,Olympus,奥林匹斯,12982.49,4652.6,908.82,12777.86,4259.09,496.17,13028.14,4261.52,53.63,-204.6299999999992,-393.5100000000002,443.5352939733205,242.52501824357824,0.5459496930085165,0.811405625,0.29078750000000003,0.79861625,0.26619312500000003
algs_2024_s2_playoffs_match_418,mp_rr_tropic,Storm Point,风暴点,5838.09,5458.68,887.52,5880.39,5510.99,460.14,6015.27,5481.86,47.48,42.30000000000018,52.30999999999949,67.27277383904995,51.039582869401286,0.5184559221200649,0.32433833333333334,0.30326000000000003,0.32668833333333336,0.3061661111111111
algs_2024_s2_playoffs_match_426,mp_rr_desertlands,World's Edge,世界边缘,10009.47,13546.59,801.01,9739.94,13444.15,428.88,9697.26,13442.89,47.79,-269.52999999999884,-102.44000000000051,288.34072639847375,200.81024595394035,0.5354240271657033,0.6255918749999999,0.846661875,0.60874625,0.840259375
algs_2024_s2_playoffs_match_440,mp_rr_olympus,Olympus,奥林匹斯,5406.87,5698.88,867.04,5946.35,5827.86,466.67,6034.8,5657.92,50.54,539.4800000000005,128.97999999999956,554.6841540913174,13.44599430450627,0.5382335301716185,0.337929375,0.35618,0.37164687500000004,0.36424124999999996
algs_2024_s2_playoffs_match_443,mp_rr_desertlands,World's Edge,世界边缘,6041.14,4382.41,913.67,6091.02,4851.41,503.62,5803.68,4711.77,54.57,49.88000000000011,469.0,471.64500887849965,83.92918851657251,0.5512055775061018,0.37757125,0.273900625,0.38068875,0.303213125
algs_2024_s2_playoffs_match_447,mp_rr_tropic,Storm Point,风暴点,7734.91,6169.53,935.08,8120.74,5876.32,484.79,8139.64,5830.06,43.0,385.8299999999999,-293.21000000000004,484.59972451498567,322.76712398086244,0.5184476194550199,0.4297172222222222,0.3427516666666667,0.45115222222222223,0.3264622222222222
algs_2024_s2_playoffs_match_454,mp_rr_desertlands,World's Edge,世界边缘,11267.02,5549.3,907.21,11892.9,5465.68,493.31,11963.37,5481.73,59.94,625.8799999999992,-83.61999999999989,631.4412710616871,352.39012642991753,0.5437660519615083,0.70418875,0.34683125000000004,0.74330625,0.341605
algs_2024_s2_playoffs_match_457,mp_rr_district,Broken Moon,残月,5378.18,6132.13,869.2,5388.02,6116.9,456.32,5273.18,5856.29,52.04,9.840000000000146,-15.230000000000473,18.132250274028795,302.8662290521867,0.5249884951679705,0.33613625,0.383258125,0.33675125,0.38230624999999996
algs_2024_s2_playoffs_match_463,mp_rr_district,Broken Moon,残月,9414.8,10530.58,808.85,9415.06,10531.1,439.16,9340.92,10725.06,54.68,0.2600000000002183,0.5200000000004366,0.5813776741504334,63.43494882292201,0.5429436854793843,0.588425,0.65816125,0.5884412499999999,0.65819375
algs_2024_s2_playoffs_match_473,mp_rr_desertlands,World's Edge,世界边缘,12836.87,6004.88,903.61,12838.03,5556.52,497.82,12802.78,5278.3,58.38,1.1599999999998545,-448.3599999999997,448.36150057737973,270.1482356944028,0.5509235178893549,0.8023043750000001,0.375305,0.802376875,0.34728250000000005
algs_2024_s2_playoffs_match_478,mp_rr_desertlands,World's Edge,世界边缘,4866.81,7923.96,812.7,4912.25,8066.91,455.15,5112.65,8057.05,58.22,45.4399999999996,142.94999999999982,149.99832032392868,72.3659246468478,0.5600467577211763,0.304175625,0.4952475,0.307015625,0.504181875
algs_2024_s2_playoffs_match_499,mp_rr_district,Broken Moon,残月,7581.08,8914.24,852.0,8002.37,9051.11,483.0,7674.14,9223.13,59.29,421.28999999999996,136.8700000000008,442.96575601280983,17.998103249922277,0.5669014084507042,0.4738175,0.55714,0.5001481249999999,0.5656943750000001
algs_2024_s2_playoffs_match_68,mp_rr_tropic,Storm Point,风暴点,9259.27,8425.68,953.37,9348.59,8024.3,492.19,9153.49,7886.39,51.93,89.31999999999971,-401.3800000000001,411.1982086536857,282.54573470877364,0.5162633605001207,0.5144038888888889,0.46809333333333336,0.5193661111111111,0.44579444444444444
algs_2024_s2_playoffs_match_71,mp_rr_district,Broken Moon,残月,4371.29,10734.6,912.97,4281.67,10717.21,526.89,4151.29,10609.32,65.07,-89.61999999999989,-17.390000000001237,91.2916014757109,190.98129371995003,0.577116444132885,0.273205625,0.6709125,0.267604375,0.669825625
algs_2024_s2_playoffs_match_73,mp_rr_desertlands,World's Edge,世界边缘,5474.13,10525.55,946.15,5506.36,10138.49,511.37,5501.23,10246.94,56.6,32.22999999999956,-387.0599999999995,388.3995578009836,274.75996648918874,0.5404745547746129,0.342133125,0.6578468749999999,0.3441475,0.633655625
algs_2024_s2_playoffs_match_75,mp_rr_desertlands,World's Edge,世界边缘,7576.07,7826.03,947.21,7660.64,7258.07,540.61,7565.04,7430.63,65.42,84.57000000000062,-567.96,574.2217746655034,278.4691918051868,0.5707393291878253,0.473504375,0.48912687499999996,0.47879,0.453629375
algs_2024_s2_playoffs_match_78,mp_rr_desertlands,World's Edge,世界边缘,3749.87,12971.61,829.66,3780.53,12927.87,470.43,3907.04,13145.99,53.52,30.66000000000031,-43.73999999999978,53.41557076358915,305.0289273855582,0.567015403900393,0.234366875,0.810725625,0.236283125,0.807991875
algs_2024_s2_playoffs_match_86,mp_rr_district,Broken Moon,残月,10213.8,6563.22,861.63,10570.96,6648.88,473.22,10506.06,6513.13,55.37,357.15999999999985,85.65999999999985,367.2885802744211,13.486874635050974,0.5492148602068173,0.6383624999999999,0.41020125,0.660685,0.415555
